full_text,preprocessed,label
@eytherimpact Selamat malam Kak. Apabila yang dimaksud Qris Tap saat ini belum bisa digunakan sebagai tiket Commuter Line ya kak alternatif bisa unduh aplikasi c-acces/access by KAI/Gojek (Gotransit) untuk pembelian tiket via scan QR code ya Kak. Tks.,selamat malam kak apabila maksud qris tap guna tiket commuter line kak alternatif unduh aplikasi caccesaccess kaigojek gotransit beli tiket via scan code kak tks,negatif
@daahgedee @maslov___ Betul tapi harus yg pake aplikasi gopay ya (bukan gojek) karna pernah temen hanya pake aplikasi gojek ga ketahuan berapa nominalnya.,betul pake aplikasi gopay bukan gojek karna pernah temen pake aplikasi gojek tahu berapa nominal,netral
@baker_abubu bilang siapa njir aplikasi gojek gw ga bunyi,bilang siapa njir aplikasi gojek bunyi,netral
halo @gopayindonesia kok saat membuka kamera untuk scan layar menghitam bahkan dari aplikasi gojek juga begitu padahal setting kamera sudah diizinkan untuk gopay dan gojek mohon bantu ya kaa https://t.co/3QPVzbsrqp,halo kok buka kamera scan layar hitam bahkan aplikasi gojek padahal setting kamera izin gopay gojek mohon bantu kaa,netral
jog aplikasi pinjaman yg bunga nya rendah apa ya? selain gojek dan sopi,jog aplikasi pinjam bunga nya rendah apa gojek sopi,netral
Driver Gojek-Grab Cs Tolak Kenaikan Tarif Ojol Desak Potongan Aplikasi jadi 10% https://t.co/xRQ3O0x9Pz,driver gojekgrab tolak naik tarif ojol desak potong aplikasi jadi,netral
@HAFIZH__22 @astromenggs ada yg baru pis di aplikasi gojek katanya,baru pis aplikasi gojek kata,netral
@Mdy_Asmara1701 lebih setuju potongan aplikator yang dikurangi. driver Gojek/Grab ketika dapat penumpang 1-4km. penumpang bayar 15ribu drivernya cuma terima 10ribu ( dikurangi potongan komisi biaya layanan biaya aplikasi),lebih tuju potong aplikator rang driver gojekgrab tumpang tumpang bayar ribu drivernya cuma terima ribu rang potong komisi biaya layan biaya aplikasi,netral
@shashadangaram @txtFromRoblox Aku pernah transaksi google play kaak masih dapet ituu Kakaknya punya aplikasi gopay atau gojek??,aku pernah transaksi google play kaak dapet ituu kakak punya aplikasi gopay gojek,netral
@tigiRED @gojekindonesia @tigiRED Sore Kak. Maaf kendalanya hanya saat akses aplikasi Gojek aja? Yuk DM nomor HP tanggal kejadian lokasi (kel kec kota) sama kalo ada 2 nomor lain yang ngalamin hal sama biar langsung kita cek. -Joan,sore kak maaf kendala akses aplikasi gojek aja yuk nomor tanggal jadi lokasi kel kec kota sama kalo nomor ngalamin sama biar langsung cek joan,netral
@astromenggs Bisa pakai aplikasi gopay guys. Gopay ya bukan gojek,pakai aplikasi gopay guys gopay bukan gojek,netral
@dandanrapi iya aplikasi ewallet-nya si GoPay ️ bukan app gojek,iya aplikasi ewalletnya gopay bukan app gojek,netral
@astromenggs pake aplikasi gopay aja kak easy to use hihi gopay ya bukan gojek,pake aplikasi gopay aja kak easy use hihi gopay bukan gojek,netral
@sawrcandies Selamat siang Kak. Perjalanan Commuter Line Yogyakarta pembelian dapat dilayani melalui aplikasi Gojek (menu GoTransit) pembayaran dengan Gopay maksimal bisa untuk 4 orang ya Kak. Tks.,selamat siang kak jalan commuter line yogyakarta beli layan lalu aplikasi gojek menu gotransit bayar gopay maksimal orang kak tks,negatif
@jiyulie Ini harus donlod aplikasi terpisah atau ada di dalam gojek? ,donlod aplikasi pisah gojek,netral
gaperlu app transjakarta buat liat rute google maps cukup buat liat rute. pakai aplikasi gojek bisa untuk menggantikan app tj or kue (kartu uang elektronik) there s always a learning curve and you re not required to be a pro at it,gaperlu app transjakarta buat liat rute google maps cukup buat liat rute pakai aplikasi gojek ganti app kue kartu uang elektronik there always learning curve and you not required pro,netral
Ini sebenernya yg bikin males mau naik transport harus ganti aplikasi TJ pakai TJ: Transjakarta MRT ganti ke MyMRTj Mau naik KRL/KAI harus pakai Gojek/KAI Access Belom top up saldo aplikasi payment providernya beda semua Emang sih ada App Jaklingko tp g user friendly,sebenernya bikin males mau naik transport ganti aplikasi pakai transjakarta mrt ganti mymrtj mau naik krlkai pakai gojekkai access bom top saldo aplikasi payment providernya beda semua emang sih app jaklingko user friendly,positif
@betalabh333 @beeeemooooo KRL Commuter Line bisa pake aplikasi gojek kok coba cari menu go transit nanti ada opsi buat tiket KRL. Tinggal pilih stasiun keberangkatan sama stasiun tujuan aja abis itu bayar pake gopay nanti kalo udah ada barcode buat masuk sama keluar stasiun,krl commuter line pake aplikasi gojek kok coba cari menu transit opsi buat tiket krl tinggal pilih stasiun berangkat sama stasiun tuju aja abis bayar pake gopay kalo udah barcode buat masuk sama keluar stasiun,netral
Kalian yang pake @Telkomsel ngerasa internet nya makin lemot ga sih? Kuota dan pulsa ada tapi lemotnya kebangetan. Kendalanya kl di jalan mau ngecek aplikasi chat gojek dan browsing pun jadi gabisa.. Rekomen dong provider yang oke buat dipake di area jkt-dpk https://t.co/Ps7u38buzl,kalian pake ngerasa internet nya makin lot sih kuota pulsa lot banget kendala jalan mau ngecek aplikasi chat gojek browsing jadi gabisa rekomen dong provider oke buat dipake area jktdpk,netral
@zbyapp @unicelounge lalamove tuh apa kak? aplikasi semacem gojek kah?,lalamove tuh apa kak aplikasi semacem gojek,netral
ini ak beli 2 karna buat orang rumah juga. ayamnya tuh jumbo bgt juicy lagi bumbunya meresap ENAKK . coba cek deh aplikasi kalian sp tau dapet promo https://t.co/I5cFYNGcsB,beli karna buat orang rumah ayam tuh jumbo bgt juicy bumbu resap enakk coba cek deh aplikasi kalian tau dapet promo,netral
Young K aslinya dua aplikasi jaketnya kalo dibalik jadi jaket gojek https://t.co/LQZe5L3vkl,young asli aplikasi jaket kalo balik jadi jaket gojek,netral
Sudah siap pulang ke Tanah Air setelah full ibadah di Tanah Suci? Menunggu jadwal kepulangan #IniWaktunyaKita isi ulang paket TRI Ibadah 7GB/12 hari agar bisa terus berkomunikasi dengan keluarga! Paket roaming #TriLebihHematSinyalCepat ini bisa kamu beli di aplikasi Gojek https://t.co/UgZttjhWP4,siap pulang tanah air full ibadah tanah suci tunggu jadwal pulang isi ulang paket tri ibadah hari terus komunikasi keluarga paket roaming kamu beli aplikasi gojek,positif
@cherlxxxx_ maaaff bgt ya kak mau viral atau engga si oren ini hampir sama kayak gojek dia backingannya orang2 sawah pemerintahan jg jadi better pindah aplikasi aja. Ya begitulah hidup di indonesia raya ini,maaaff bgt kak mau viral engga oren hampir sama kayak gojek backingannya orang sawah perintah jadi better pindah aplikasi aja begitu hidup indonesia raya,netral
Pihak TurnbackHoax telah memeriksa informasi tersebut. Faktanya terdapat unggahan resmi dari https://t.co/4p6WVd1A7e bahwa Gopay tidak pernah menerbitkan kartu fisik dan semua layanan Gopay hanya dapat diakses melalui aplikasi Gojek atau Gopay,pihak turnbackhoax periksa informasi sebut fakta dapat unggah resmi gopay pernah terbit kartu fisik semua layan gopay akses lalu aplikasi gojek gopay,netral
Halo @PT_Transjakarta terima kasih sudah membuat aplikasi ini. Kamu membuat mood bagus pagi ini. Tidak ada lagi merasa hopeless yang kalo bus ga datang2 aku terpaksa naik gojek~~ Jam 7.21 diperkirakan 10 menit lagi Jam 7.27 udah datang https://t.co/EXGrKjd62r,halo terima kasih buat aplikasi kamu buat mood bagus pagi rasa hopeless kalo bus datang aku paksa naik gojek jam kira menit jam udah datang,positif
@its_Rosalin Dah coba aplikasi gojek ?,dah coba aplikasi gojek,netral
@gstinandjs @gojekindonesia Selamat pagi Kak. perjalanan Commuter Line Yogyakarta pembelian dapat dilayani melalui aplikasi Gojek (menu GoTransit) pembayaran dengan Gopay maksimal bisa untuk 4 orang ya Kak. Tks,selamat pagi kak jalan commuter line yogyakarta beli layan lalu aplikasi gojek menu gotransit bayar gopay maksimal orang kak tks,negatif
@suka_cuddle Ada. Tinggal pesen di aplikasi gojek,tinggal sen aplikasi gojek,netral
Kalian kalo driver gojek/grab food nganter makan terus di chat nanya lagi nomor/alamat rumah biasanya dijawab ga? Soalnya di aplikasi udah jelas banget tertera kan gw mikir ngapain nanya lagi. Udah gitu pada biasa yang lain nganter fine2 aja ga masalah.,kalian kalo driver gojekgrab food nganter makan terus chat nanya nomoralamat rumah biasa jawab soal aplikasi udah jelas banget tera kan mikir ngapain nanya udah gitu biasa nganter fine aja masalah,negatif
apa gue apus aja ya ini aplikasi grab sama gojek biar ga dikit-dikit order grabfood/gofood terus :)),apa gue apus aja aplikasi grab sama gojek biar dikitdikit order grabfoodgofood terus,netral
ADA YANG TAU CARA LAPORIN ORDERAN FIKTIF APLIKASI @gojekindonesia ???? Kronologi: Driver gojek datang ke rumah bilang dapet orderan buat anter anggota keluargaku ke kota sebelah. Keluargaku gaada yg merasa pesen gojek dan karena kita semua cewe setelah konfirmasi ke driver,tau cara laporin order fiktif aplikasi kronologi driver gojek datang rumah bilang dapet order buat anter anggota keluarga kota belah keluarga gaada rasa sen gojek semua cewe konfirmasi driver,netral
@chcocupcake Selamat siang Kak. Untuk perjalanan Commuter Line Yogyakarta-Palur PP silakan dapat menggunakan pembayaran Gopay pada fitur GoTransit di aplikasi Gojek dan aplikasi Access by KAI/C-Access ya. Tks.,selamat siang kak jalan commuter line yogyakartapalur sila guna bayar gopay fitur gotransit aplikasi gojek aplikasi access kaicaccess tks,negatif
@vazoo5 Selamat siang Kak. Untuk tiket berjenis kartu seperti Kartu Multi Trip (KMT) Kartu Bank (E-Money Flazz Brizzi TapCash) 1 tiket hanya untuk 1 orang kami sarankan bisa menggunakan aplikasi C-access/Gojek (GoTransit) 1 ponsel bisa untuk 4 orang ya. Tks.,selamat siang kak tiket jenis kartu kartu multi trip kmt kartu bank emoney flazz brizzi tapcash tiket orang saran guna aplikasi caccessgojek gotransit ponsel orang tks,negatif
gojek menghilangkan tampilan detail potongan di aplikasi driver biar ga di protes mulu kali ya,gojek hilang tampil detail potong aplikasi driver biar protes mulu kali,netral
Tabe yang dipangkep Tidak adakah itu gojek atau aplikasi pesan makan dipangkep kodong Info ta dule,tabe dipangkep ada gojek aplikasi pesan makan dipangkep kodong info dule,netral
@heijul912 Kak saran gw kalo lu dikondisi begini pake aplikasi ojol lain aja dulu misal gojek. Biarin aja gaada yang cancel ampe dia yang cancel duluan. Yang rugi dia sedangkan kamu sampe tujuan deh. Afternya report aja ke CS Grab,kak saran kalo kondisi begini pake aplikasi ojol aja dulu misal gojek biarin aja gaada cancel ampe cancel duluan rugi kamu sampe tuju deh afternya report aja grab,netral
Cara ngaduin ini ke Gojek gimana yak? Soalnya gw ga pernah transaksi gede di aplikasi ini. Annoying banget tiap hari dapet notif gini. https://t.co/UzGDo1Ueni,cara ngaduin gojek gimana yak soal pernah transaksi gede aplikasi annoying banget tiap hari dapet notif gin,netral
